District,Grade,Year,Category,Number Tested,Mean Scale Score,Lvl1Cnt,Lvl1Pct,Lvl2Cnt,Lvl2Pct,Lvl3Cnt,Lvl3Pct,Lvl4Cnt,Lvl4Pct,PassCnt,PassPct
1,3,2013,All Students,877,303,310,35.3,266,30.3,224,25.5,77,8.8,301,34.3
1,3,2014,All Students,845,299,333,39.4,213,25.2,232,27.5,67,7.9,299,35.4
1,3,2015,All Students,750,303,264,35.2,205,27.3,191,25.5,90,12.0,281,37.5
1,4,2013,All Students,830,304,238,28.7,306,36.9,169,20.4,117,14.1,286,34.5
1,4,2014,All Students,824,307,222,26.9,274,33.3,174,21.1,154,18.7,328,39.8
1,4,2015,All Students,771,303,226,29.3,265,34.4,143,18.5,137,17.8,280,36.3
1,5,2013,All Students,773,302,267,34.5,270,34.9,144,18.6,92,11.9,236,30.5
1,5,2014,All Students,757,300,264,34.9,237,31.3,144,19.0,112,14.8,256,33.8
1,5,2015,All Students,790,304,251,31.8,228,28.9,160,20.3,151,19.1,311,39.4
1,6,2013,All Students,875,303,248,28.3,342,39.1,90,10.3,195,22.3,285,32.6
1,6,2014,All Students,738,305,183,24.8,299,40.5,82,11.1,174,23.6,256,34.7
1,6,2015,All Students,785,304,228,29.0,262,33.4,112,14.3,183,23.3,295,37.6
1,7,2013,All Students,900,300,332,36.9,293,32.6,159,17.7,116,12.9,275,30.6
1,7,2014,All Students,812,304,236,29.1,247,30.4,222,27.3,107,13.2,329,40.5
1,7,2015,All Students,736,299,243,33.0,231,31.4,176,23.9,86,11.7,262,35.6
1,8,2013,All Students,811,299,274,33.8,264,32.6,150,18.5,123,15.2,273,33.7
1,8,2014,All Students,857,304,218,25.4,313,36.5,182,21.2,144,16.8,326,38.0
1,8,2015,All Students,809,302,226,27.9,235,29.0,212,26.2,136,16.8,348,43.0
1,All Grades,2013,All Students,5066,302,1669,32.9,1741,34.4,936,18.5,720,14.2,1656,32.7
1,All Grades,2014,All Students,4833,303,1456,30.1,1583,32.8,1036,21.4,758,15.7,1794,37.1
1,All Grades,2015,All Students,4641,303,1438,31.0,1426,30.7,994,21.4,783,16.9,1777,38.3
2,3,2013,All Students,2683,315,527,19.6,780,29.1,1166,43.5,210,7.8,1376,51.3
2,3,2014,All Students,2803,317,500,17.8,715,25.5,1322,47.2,266,9.5,1588,56.7
2,3,2015,All Students,2800,320,422,15.1,825,29.5,1227,43.8,326,11.6,1553,55.5
2,4,2013,All Students,2583,318,348,13.5,819,31.7,799,30.9,617,23.9,1416,54.8
2,4,2014,All Students,2608,321,350,13.4,696,26.7,854,32.7,708,27.1,1562,59.9
2,4,2015,All Students,2718,325,274,10.1,689,25.3,856,31.5,899,33.1,1755,64.6
2,5,2013,All Students,2433,321,352,14.5,687,28.2,825,33.9,569,23.4,1394,57.3
2,5,2014,All Students,2541,320,407,16.0,695,27.4,742,29.2,697,27.4,1439,56.6
2,5,2015,All Students,2529,321,348,13.8,705,27.9,795,31.4,681,26.9,1476,58.4
2,6,2013,All Students,2215,317,316,14.3,715,32.3,523,23.6,661,29.8,1184,53.5
2,6,2014,All Students,2275,317,273,12.0,823,36.2,518,22.8,661,29.1,1179,51.8
2,6,2015,All Students,2360,320,306,13.0,704,29.8,523,22.2,827,35.0,1350,57.2
2,7,2013,All Students,2354,315,435,18.5,701,29.8,805,34.2,413,17.5,1218,51.7
2,7,2014,All Students,2195,315,351,16.0,631,28.7,863,39.3,350,15.9,1213,55.3
2,7,2015,All Students,2265,316,345,15.2,603,26.6,964,42.6,353,15.6,1317,58.1
2,8,2013,All Students,2216,316,336,15.2,640,28.9,774,34.9,466,21.0,1240,56.0
2,8,2014,All Students,2352,313,354,15.1,779,33.1,789,33.5,430,18.3,1219,51.8
2,8,2015,All Students,2227,317,274,12.3,608,27.3,854,38.3,491,22.0,1345,60.4
2,All Grades,2013,All Students,14484,317,2314,16.0,4342,30.0,4892,33.8,2936,20.3,7828,54.0
2,All Grades,2014,All Students,14774,317,2235,15.1,4339,29.4,5088,34.4,3112,21.1,8200,55.5
2,All Grades,2015,All Students,14899,320,1969,13.2,4134,27.7,5219,35.0,3577,24.0,8796,59.0
3,3,2013,All Students,1502,314,386,25.7,385,25.6,537,35.8,194,12.9,731,48.7
3,3,2014,All Students,1406,309,394,28.0,379,27.0,488,34.7,145,10.3,633,45.0
3,3,2015,All Students,1278,312,323,25.3,366,28.6,436,34.1,153,12.0,589,46.1
3,4,2013,All Students,1303,310,310,23.8,412,31.6,328,25.2,253,19.4,581,44.6
3,4,2014,All Students,1428,318,266,18.6,391,27.4,344,24.1,427,29.9,771,54.0
3,4,2015,All Students,1313,317,262,20.0,353,26.9,318,24.2,380,28.9,698,53.2
3,5,2013,All Students,1397,309,404,28.9,416,29.8,329,23.6,248,17.8,577,41.3
3,5,2014,All Students,1276,314,311,24.4,360,28.2,275,21.6,330,25.9,605,47.4
3,5,2015,All Students,1339,318,250,18.7,392,29.3,353,26.4,344,25.7,697,52.1
3,6,2013,All Students,1332,304,351,26.4,515,38.7,198,14.9,268,20.1,466,35.0
3,6,2014,All Students,1355,310,285,21.0,512,37.8,211,15.6,347,25.6,558,41.2
3,6,2015,All Students,1279,314,231,18.1,423,33.1,241,18.8,384,30.0,625,48.9
3,7,2013,All Students,1326,308,363,27.4,430,32.4,332,25.0,201,15.2,533,40.2
3,7,2014,All Students,1271,307,314,24.7,429,33.8,362,28.5,166,13.1,528,41.5
3,7,2015,All Students,1314,310,307,23.4,385,29.3,425,32.3,197,15.0,622,47.3
3,8,2013,All Students,1260,304,340,27.0,426,33.8,317,25.2,177,14.0,494,39.2
3,8,2014,All Students,1323,306,305,23.1,470,35.5,336,25.4,212,16.0,548,41.4
3,8,2015,All Students,1215,310,211,17.4,426,35.1,379,31.2,199,16.4,578,47.6
3,All Grades,2013,All Students,8120,308,2154,26.5,2584,31.8,2041,25.1,1341,16.5,3382,41.7
3,All Grades,2014,All Students,8059,311,1875,23.3,2541,31.5,2016,25.0,1627,20.2,3643,45.2
3,All Grades,2015,All Students,7738,314,1584,20.5,2345,30.3,2152,27.8,1657,21.4,3809,49.2
4,3,2013,All Students,1054,293,468,44.4,364,34.5,186,17.6,36,3.4,222,21.1
4,3,2014,All Students,976,296,392,40.2,305,31.3,225,23.1,54,5.5,279,28.6
4,3,2015,All Students,963,297,388,40.3,305,31.7,210,21.8,60,6.2,270,28.0
4,4,2013,All Students,1084,297,364,33.6,436,40.2,188,17.3,96,8.9,284,26.2
4,4,2014,All Students,1019,291,426,41.8,381,37.4,152,14.9,60,5.9,212,20.8
4,4,2015,All Students,969,296,335,34.6,388,40.0,149,15.4,97,10.0,246,25.4
4,5,2013,All Students,1054,293,453,43.0,386,36.6,153,14.5,62,5.9,215,20.4
4,5,2014,All Students,1029,294,423,41.1,367,35.7,162,15.7,77,7.5,239,23.2
4,5,2015,All Students,950,291,428,45.1,310,32.6,151,15.9,61,6.4,212,22.3
4,6,2013,All Students,1010,289,391,38.7,457,45.2,98,9.7,64,6.3,162,16.0
